name,author,url,thumbUrl
Marcellus,Marcellus,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Marcellus.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Marcellus.png
Marigold,Marigold,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Marigold.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Marigold.png
Meliora,Meliora,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Meliora.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Meliora.png
Muddy Kitty,Flawed Koncepts,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Muddy_Kitty-Flawed_Koncepts.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Muddy_Kitty-Flawed_Koncepts.png
Myrddin,Myrddin,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Myrddin.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Myrddin.png
Nerissa,Nerissa,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Nerissa.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Nerissa.png
Orlaith,Orlaith,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Orlaith.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Orlaith.png
Phineas,Phineas,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Phineas.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Phineas.png
Rhonwen,Rhonwen,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Rhonwen.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Rhonwen.png
Sapphira,Sapphira,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Sapphira.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Sapphira.png
Selene,Selene,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Selene.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Selene.png
Seraphina,Seraphina,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Seraphina.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Seraphina.png
Solene Deepity,Fiona Miggs,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Solene_Deepity-Fiona_Miggs.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Solene_Deepity-Fiona_Miggs.png
Tamsin,Tamsin,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/Tamsin.png,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_Tamsin.png
3D Flowers,Totally ImaGINAble Creations,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/3D_Flowers-Totally_ImaGINAble_Creations.jpg,https://raw.githubusercontent.com/joryllrobert/dotfiles/main/wallpapers/thumbnails/thumbnail_3D_Flowers-Totally_ImaGINAble_Creations.jpg
